Час (UTC),Широта (град.),Довгота (град.),Висота (м),Температура (°C),Тиск (hPa),Точка роси (°C),Відносна вологість (%),Міксинг-співвідношення (g/kg),v_true
2025-05-27 06:00:00.000000,50.45,30.523,-2.993154037909757,18.39475475455161,1017.8964683241537,15.911678519177798,85.44846576979108,11.239609101019758,2.083671237874856
2025-05-27 06:00:09.331126,50.44999095349098,30.52327306928436,-2.171968497271413,18.578520315007527,1015.0439633380472,14.591276039247045,77.59775089876678,10.339511455617016,2.083671237874856
2025-05-27 06:00:13.003304,50.44998860078169,30.523375012788755,-14.208024546842333,19.700009972090353,1019.2212409348239,15.893062960111493,78.66900830258943,11.211142581586804,2.4428835844104966
2025-05-27 06:00:18.376677,50.44998412360874,30.523525798936777,10.581442459457058,18.258359718008865,1011.3390545654568,15.97667778158169,86.54192350916395,11.361776601019328,2.242904934265255
2025-05-27 06:00:26.431316,50.44997905865507,30.52375806774512,-1.754095659108284,17.799560934675874,1014.5069470143206,14.970343080009007,83.50693106298795,10.60548917327152,2.1455009801641225
2025-05-27 06:00:27.572117,50.44997966081909,30.523783164253764,40.18447750801812,17.98822176502456,1010.6875099442519,15.699810780120806,86.47868043254167,11.166049883538001,4.85236454487502
2025-05-27 06:00:31.948811,50.449974519905645,30.523917245716284,30.913650359517288,19.96427963337043,1013.912490918029,17.038874678823976,83.24604584313707,12.140485154501505,2.374116343541341
2025-05-27 06:00:37.617169,50.449982580984596,30.52408764516464,28.48227412932338,18.880323987960864,1013.0491415694382,14.615731195875238,76.2665005263242,10.37686042166445,2.272306971221756
2025-05-27 06:00:47.279093,50.449987428695316,30.524382798046542,38.39337172434551,18.88132222058649,1006.8764691841324,15.586494032019885,81.17680845214228,11.126538959523375,2.1696753243114357
2025-05-27 06:00:52.890957,50.449979984404216,30.52454273594009,34.93140431779194,17.45836155882118,1007.089277537099,15.399571574625046,87.71188507316084,10.989220739128656,2.3003758543464663
2025-05-27 06:00:58.146218,50.4499812846739,30.52470182860836,53.44127927208986,18.16181474843011,1009.6877631375585,14.503778019578213,79.20425224453761,10.335697240767843,2.3367285465814995
2025-05-27 06:01:05.853862,50.44998677674831,30.52493129208108,51.405625613931925,18.27474063453791,1008.4766771187784,13.872044482090319,75.49018791395878,9.926648928094544,2.243090638576352
2025-05-27 06:01:07.813301,50.44999305203003,30.524984863033925,62.83506526815856,17.9573801705987,1006.5178512840489,15.020804688324517,82.95013448524531,10.726510912035643,3.346631577372368
2025-05-27 06:01:12.200956,50.44999021489443,30.5251297297107,51.39172464881794,17.145338627279273,1009.9281148373807,14.784169392071373,85.99260263859074,10.525167586008697,2.455111815081335
2025-05-27 06:01:15.587715,50.44999689421232,30.52522803288363,70.2839620947214,18.597040374085193,1008.0328182434044,14.059989844669433,74.8877215050578,10.05495229684629,2.640024634819486
2025-05-27 06:01:21.545474,50.45000157530494,30.525423142396864,79.88373618302123,15.329703008048364,1008.9728675190465,10.909846010385403,74.91627625024768,8.14379080238771,2.3554510333555068
2025-05-27 06:01:26.208542,50.44999990302267,30.52556804538125,74.28555829286259,17.916759204203803,1004.0546892050753,13.147938451206517,73.65142935960554,9.504661674338982,2.4604866874332267
2025-05-27 06:01:32.120501,50.450008109736096,30.52575196429342,84.6056005867754,16.65821793289351,1002.9510845142067,14.03652562250834,84.50489275944886,10.09110589478065,2.3827298918885718
2025-05-27 06:01:39.601423,50.45000989656524,30.525982480537103,82.76285623498086,18.362091610407305,1004.9312649131344,15.177413189133308,81.68597001554367,10.85444047996091,2.3382904274375442
2025-05-27 06:01:42.955762,50.45001206199411,30.52608673164072,103.4277539276997,17.73212598008714,1003.7910613727554,15.311396113387493,85.72260689231511,10.962619122946672,2.703470123941711
2025-05-27 06:01:48.569643,50.450015875233206,30.52627639705614,96.59997444432757,17.780907150445554,999.0314782829664,13.121726771606813,74.15733199618201,9.536590633963545,2.436329883180169
2025-05-27 06:01:50.269808,50.450017947202646,30.52631986041692,115.7769237352455,16.986873427233334,1000.1590385923281,12.11056985213322,72.97089128792237,8.905621692646076,3.7253559113913304
2025-05-27 06:01:55.939386,50.45001733391656,30.52649938223617,118.2237512486987,16.58123094573526,999.4134889332898,12.973670222667982,79.23908378937524,9.439673023595589,2.4580419729598906
2025-05-27 06:02:01.477653,50.45001744922552,30.526685078188034,116.89486992493963,16.87786839986581,1000.2781229996765,13.275939117794977,79.31052059767393,9.62240584452755,2.4780762603516076
2025-05-27 06:02:08.531843,50.45002403393782,30.526918586929852,124.86908923917929,17.45871683291006,995.7528391693183,13.664685509706262,78.40752771639929,9.918758422430148,2.4267165723214235
2025-05-27 06:02:17.561012,50.450026093365715,30.52720571468146,115.64160760699816,16.49554790210086,1002.741826450361,12.2374134339074,75.91572227461641,8.957896785329906,2.3988992108679743
2025-05-27 06:02:18.711509,50.45001534940072,30.527248001371607,122.37083621608629,17.12917180214519,996.589192621778,13.596498796642717,79.70482457597865,9.86572738074834,4.945700162466705
2025-05-27 06:02:20.530467,50.45002337008239,30.527302602694228,136.644848169977,18.20175464014697,999.2210780076398,14.516012367064796,79.06823373823,10.454182479663404,3.6268076915085063
2025-05-27 06:02:25.390523,50.450022357585695,30.527469856511964,130.02612279671533,17.306003422282405,997.6345933243078,14.133209025147512,81.61400825682409,10.210617749208234,2.587977115645683
