Час (UTC),Широта (град.),Довгота (град.),Висота (м),Температура (°C),Тиск (hPa),Точка роси (°C),Відносна вологість (%),Міксинг-співвідношення (g/kg),v_true
2025-05-27 06:00:00,50.45,30.523,5.532900788138056,19.500533314579453,1015.5395700155198,17.27525542445037,86.97028777213833,12.307077471132025,2.013355592654424
2025-05-27 06:00:05,50.44999870343641,30.523141851417797,7.774773937394054,17.9795144031714,1013.594545232187,13.023457380213078,72.76667488833884,9.336431992706784,2.013355592654424
2025-05-27 06:00:10,50.4499987151541,30.52328499325861,14.978365510239213,16.752583601715124,1012.4512458547285,13.77013898817891,82.5590439720408,9.820775453507563,2.026711185308848
2025-05-27 06:00:15,50.44999941411973,30.523428561242227,35.330782928662614,17.536204916299045,1011.5629238781127,15.181816209880651,86.06913952648048,10.785152748877236,2.040066777963272
2025-05-27 06:00:20,50.44999867747712,30.523571815644328,21.174097288816746,16.603571513958034,1016.1948155835055,13.3827257208165,81.26884995969925,9.536601092384664,2.053422370617696
2025-05-27 06:00:25,50.44999985411851,30.523717747040052,34.149809035613266,19.46124816655888,1012.1307038499154,17.13814885527036,86.42968790650026,12.240529521074835,2.0667779632721204
2025-05-27 06:00:30,50.44999901306739,30.523865117084743,26.861389613212385,17.469350738179216,1011.0098262718818,13.858910267393604,79.35050325200926,9.892802828040073,2.0801335559265444
2025-05-27 06:00:35,50.44999981003639,30.524011252889338,37.977253720066415,17.521884610353723,1013.0043861571585,14.341555813716624,81.601799043298,10.192017171949669,2.0934891485809684
2025-05-27 06:00:40,50.45000036915614,30.52415776997738,41.15216587398827,18.300765144052622,1011.346075428257,16.24732441234248,87.81605108813947,11.563388355808732,2.1068447412353923
2025-05-27 06:00:45,50.45000006501463,30.524307267798456,53.804927465721285,16.321667840169397,1005.6680188467136,13.324765180365993,82.4284541254041,9.601047515338538,2.1202003338898163
2025-05-27 06:00:50,50.44999853162204,30.524456300701086,70.62282281376082,17.783944652128906,1005.3235729134542,15.435453193818715,86.12631664001871,11.034695701046543,2.1335559265442403
2025-05-27 06:00:55,50.449999191290544,30.524607166227486,52.862640890098895,16.342897543815358,1011.1240416307448,12.776127547034399,79.41698620129732,9.207074964195446,2.1469115191986643
2025-05-27 06:01:00,50.449998673134054,30.524759876141825,44.958140406021755,17.419174717921486,1009.2713152037148,14.672023094193369,83.90625364961028,10.454918529726609,2.1602671118530883
2025-05-27 06:01:05,50.450001061056746,30.52491273348943,70.09808081420367,17.59040047571737,1003.7466781339996,14.4853269967407,82.00867883951243,10.385294736978214,2.1736227045075127
2025-05-27 06:01:10,50.45000092798135,30.525066238132464,77.00004596509548,17.362092526090738,1003.5460856320781,14.997956837565717,85.99783250493164,10.742736066644042,2.1869782971619367
2025-05-27 06:01:15,50.449998789033366,30.525221425588068,69.67053781391897,18.167421481137957,1007.5464326857077,13.86840446971601,75.98283178588031,9.933573879609968,2.2003338898163607
2025-05-27 06:01:20,50.45000014727324,30.52537582563911,90.85315221041427,16.638430271596498,1004.4970230615035,13.866502332106734,83.68254426036579,9.962962091173132,2.2136894824707847
2025-05-27 06:01:25,50.45000061928008,30.52553173286395,92.34688204211362,16.606873151291765,1002.225096808897,14.24713630703404,85.946560951264,10.239625772769728,2.2270450751252087
2025-05-27 06:01:30,50.449999947409864,30.525689532841746,57.75603184205268,16.82663166404556,1005.4428477905766,14.478979023712228,86.03582203945803,10.363158195561697,2.2404006677796326
2025-05-27 06:01:35,50.4500003863547,30.525847582833737,90.47312259927931,18.06788280743529,1003.4372979614116,14.246063379726152,78.35583209240534,10.226330083228046,2.2537562604340566
2025-05-27 06:01:40,50.45000066865556,30.526006409954483,111.49834786889764,16.348639426419457,1003.5794976633291,14.131950295889173,86.72145051006474,10.14830458108451,2.2671118530884806
2025-05-27 06:01:45,50.44999915483922,30.526167525679288,107.94459580594163,16.439581129172407,1002.5898671823796,12.163316009358354,75.81610715276742,8.915069114407652,2.280467445742905
2025-05-27 06:01:50,50.449999434305425,30.526328649011628,100.87051778046454,18.026848853423182,1002.0977414499594,14.971881600274282,82.32856675136753,10.740169368509612,2.293823038397329
2025-05-27 06:01:55,50.44999975406995,30.52649164571775,112.15460345886605,17.238799627995558,1003.1079903049019,13.8672738320222,80.55952929003801,9.97748741163376,2.307178631051753
2025-05-27 06:02:00,50.450000702905626,30.52665435933097,114.91160515187408,17.37672071121526,1001.0222138626,12.638417602006502,73.70465083886168,9.216558408173396,2.320534223706177
2025-05-27 06:02:05,50.44999916757659,30.526818063410467,120.09528528767561,16.867672011199772,1002.6122224427271,13.574624692160732,80.92206932458551,9.79135352399009,2.333889816360601
2025-05-27 06:02:10,50.45000144573047,30.526983208974013,130.25112461581713,17.095569631140368,997.9299759735674,12.62845684200701,74.97888950741,9.239414232972724,2.347245409015025
2025-05-27 06:02:15,50.45000104231778,30.52714805658391,116.26675236901826,17.512907747506336,1000.0841155407857,14.105068475026167,80.40682236348397,10.166331179933891,2.360601001669449
2025-05-27 06:02:20,50.45000025231268,30.52731471232795,126.62498154979392,17.266695738924398,1001.4090162319866,12.508781818776336,73.59070119357358,9.133765871553118,2.3739565943238734
2025-05-27 06:02:25,50.44999983290711,30.5274818926135,129.9155460379865,18.949984206487322,996.5835646417659,15.6751652499477,81.28985056924373,11.308762495746011,2.3873121869782974
2025-05-27 06:02:30,50.44999954076508,30.527651115950977,141.70173241439159,16.437791868463,997.50249811312,12.390504281023913,76.9661998619141,9.098065565328412,2.4006677796327214
